7.5 OTB NAME
912 784 sand stone
913 785 sand stone
914 786 sand stone
915 787 sand stone
916 788 sand stone
917 789 sand stone
918 790 sand stone
919 791 grass
920 792 grass
921 793 grass
922 794 grass
923 795 grass
924 796 grass
925 797 grass
926 798 grass
927 799 grass
928 800 grass
929 801 grass
930 802 grass
931 803 grass
932 804 dirt
933 805 dirt
934 806 dirt
935 807 dirt
936 808 grass
937 809 grass
938 810 grass
939 811 grass
940 812 grass
941 813 grass
942 814 grass
943 815 grass
944 816 sand
945 817 sand
946 818 sand
947 819 sand
948 820 sand
949 821 sand
950 822 sand
951 823 sand
952 824 sand
953 825 sand
954 826 sand
955 827 sand
956 828 grass
957 829 grass
958 830 grass
959 831 grass
960 832 grass
961 833 grass
962 834 grass
963 835 grass
964 836 sand
965 837 sand
966 838 sand
967 839 sand
968 840 sand
969 841 sand
970 842 sand
971 843 sand
972 844 sand
973 845 sand
974 846 sand
975 847 sand
976 848 sand
977 849 grass
978 850 grass
979 851 grass
980 852 grass
981 853 grass
982 854 grass
983 855 grass
984 856 grass
985 857 grass
986 858 grass
987 859 grass
988 860 grass
989 861 sand
990 862 sand
991 863 sand
992 864 sand
993 865 sand
994 866 sand
995 867 sand
996 868 sand
997 869 sand
998 870 sand
999 871 sand
1000 872 sand
1063 873 mountain
1064 874 mountain
1065 875 mountain
1066 876 mountain
1067 877 mountain
1068 878 mountain
1069 879 grass
1070 880 grass
1071 881 grass
1072 882 grass
1073 883 grass
1074 884 grass
1075 885 grass
1076 886 grass
1077 887 grass
1078 888 grass
1079 889 grass
1080 890 grass
1081 891 stone floor
1082 892 stone floor
1083 893 stone floor
1084 894 stone floor
1085 895 stone floor
1086 896 stone floor
1087 897 stone floor
1088 898 stone floor
1089 899 stone floor
1090 900 stone floor
1091 901 stone floor
1092 902 stone floor
1093 903 stone wall
1094 904 stone wall
1095 905 stone wall
1096 906 stone wall
1097 907 stone wall
1098 908 stone wall
1099 909 stone wall
1100 910 stone wall
1101 911 stone wall
1102 912 stone wall
1103 913 stone wall
1104 914 stone archway
1105 915 stone archway
1106 916 stone archway
1107 917 stone archway
1108 918 mountain
1109 919 mountain
1133 920 flat roof
1134 921 flat roof
1135 922 flat roof
1136 923 flat roof
1137 924 stairs
1138 925 tiled roof
1139 926 tiled roof
1140 927 tiled roof
1141 928 tiled roof
1142 929 tiled roof
1143 930 tiled roof
1144 931 tiled roof
1145 932 tiled roof
1146 933 tiled roof
1147 934 tiled roof
1148 935 tiled roof
1149 936 tiled roof
1150 937 tiled roof
1151 938 tiled roof
1152 939 tiled roof
1153 940 tiled roof
1154 941 tiled roof
1155 942 tiled roof
1156 943 tiled roof
1157 944 tiled roof
1158 945 wooden roof
1159 946 wooden roof
1160 947 wooden roof
1161 948 wooden roof
1162 949 wooden roof
1163 950 wooden roof
1164 951 wooden roof
1165 952 wooden roof
1166 953 wooden roof
1167 954 wooden roof
1168 955 wooden roof
1169 956 wooden roof
1170 957 wooden roof
1171 958 wooden roof
1172 959 wooden roof
1173 960 wooden roof
1174 961 wooden roof
1175 962 wooden roof
1176 963 wooden roof
1177 964 wooden roof
1191 965 white marble floor
1192 966 black marble floor
1193 967 marble
1194 968 marble
1195 969 marble
1196 970 marble
1197 971 marble
1198 972 marble
1199 973 marble
1200 974 marble
1201 975 marble
1202 976 marble
1203 977 marble
1204 978 marble
1205 979 marble
1206 980 marble
1207 981 marble
1208 982 marble
1209 983 marble
1210 984 marble
1211 985 marble
1212 986 marble
1213 987 marble
1214 988 marble
1215 989 marble
1216 990 marble
1217 991 marble
1218 992 marble
1219 993 marble
1220 994 marble
1221 995 marble
1222 996 marble
1223 997 marble
1224 998 marble
1225 999 marble
1226 1000 marble
1227 1001 marble
1228 1002 marble
1229 1003 marble
1230 1004 marble
1231 1005 marble
1232 1006 marble
1233 1007 marble
1234 1008 marble
1235 1009 marble
1236 1010 marble
1237 1011 marble
1238 1012 marble
1239 1013 marble
1240 1014 marble
1241 1015 marble
1242 1016 marble
1243 1017 marble
1244 1018 marble
1245 1019 marble
1246 1020 marble
1247 1021 marble
1248 1022 marble
1249 1023 marble
1250 1024 marble
1251 1025 brick wall
1252 1026 brick wall
1253 1027 brick wall
1254 1028 brick wall
1255 1029 brick wall
1256 1030 brick wall
1257 1031 brick wall
1258 1032 brick wall
1259 1033 brick wall
1260 1034 brick wall
1261 1035 brick wall
1262 1036 framework wall
1263 1037 framework wall
1264 1038 framework wall
1265 1039 framework wall
1266 1040 framework wall
1267 1041 framework wall
1268 1042 framework wall
1269 1043 framework wall
1270 1044 framework wall
1271 1045 framework wall
1272 1046 framework wall
1273 1047 framework wall
1274 1048 framework wall
1275 1049 stone wall
1276 1050 stone wall
1277 1051 stone wall
1278 1052 stone wall
1279 1053 stone wall
1280 1054 stone wall
1281 1055 stone wall
1282 1056 stone wall
1283 1057 stone wall
1284 1058 stone wall
1285 1059 stone wall
1286 1060 sandstone wall
1287 1061 sandstone wall
1288 1062 sandstone wall
1289 1063 sandstone wall
1290 1064 sandstone wall
1291 1065 sandstone wall
1292 1066 sandstone wall
1293 1067 sandstone wall
1294 1068 sandstone wall
1295 1069 sandstone wall
1296 1070 sandstone wall
1297 1071 stone tile
1298 1072 sandstone roof
1299 1073 sandstone roof
1300 1074 sandstone roof
1301 1075 sandstone roof
1302 1076 sandstone roof
1303 1077 sandstone roof
1304 1078 sandstone roof
1305 1079 sandstone roof
1306 1080 sandstone roof
1307 1081 sandstone roof
1308 1082 sandstone roof
1309 1083 sandstone roof
1310 1084 broken wall
1311 1085 broken wall
1312 1086 broken wall
1313 1087 broken wall
1314 1088 broken wall
1315 1089 metal wall
1316 1090 metal wall
1317 1091 metal wall
1318 1092 metal wall
1319 1093 metal wall
1320 1094 metal wall
1321 1095 metal wall
1322 1096 metal wall
1323 1097 metal wall
1324 1098 metal wall
1325 1099 metal wall
1326 1100 sandstone wall
1327 1101 sandstone wall
1328 1102 sandstone wall
1329 1103 sandstone wall
1330 1104 sandstone wall
1331 1105 sandstone wall
1332 1106 sandstone wall
1333 1107 sandstone wall
1334 1108 sandstone wall
1335 1109 sandstone wall
1336 1110 sandstone wall
1337 1111 marble wall
1338 1112 marble wall
1339 1113 marble wall
1340 1114 marble wall
1341 1115 marble wall
1342 1116 marble wall
1343 1117 marble wall
1344 1118 marble wall
1345 1119 marble wall
1346 1120 marble wall
1347 1121 marble wall
1348 1122 marble wall
1349 1123 marble wall
1350 1124 marble wall
1351 1125 marble wall
1352 1126 marble wall
1353 1127 marble wall
1354 1128 marble wall
1355 1129 marble wall
1356 1130 marble wall
1357 1131 marble wall
1358 1132 marble wall
1359 1133 marble wall
1360 1134 marble wall
1361 1135 marble wall
1362 1136 marble wall
1363 1137 marble wall
1364 1138 marble wall
1365 1139 marble wall
1366 1140 marble wall
1367 1141 marble wall
1368 1142 marble wall
1369 1143 marble wall
1370 1144 marble wall
1371 1145 marble wall
1372 1146 marble wall
1373 1147 marble wall
1374 1148 marble wall
1375 1149 marble wall
1376 1150 marble wall
1377 1151 marble wall
1378 1152 marble wall
1379 1153 small basin
1380 1154 small basin
1381 1155 small basin
1382 1156 small basin
1383 1157 small basin
1384 1158 marble wall
1385 1159 marble wall
1386 1160 marble wall
1387 1161 marble wall
1388 1162 marble wall
1389 1163 marble wall
1390 1164 marble wall
1391 1165 marble wall
1392 1166 marble wall
1393 1167 marble wall
1394 1168 marble wall
1395 1169 marble wall
1396 1170 paravent
1397 1171 paravent
1398 1172 paravent
1399 1173 paravent
1400 1174 paravent
1401 1175 paravent
1402 1176 marble wall
1403 1177 marble wall
1404 1178 marble wall
1405 1179 marble wall
1406 1180 marble wall
1407 1181 marble wall
1408 1182 marble wall
1409 1183 marble wall
1410 1184 marble wall
1411 1185 marble wall
1412 1186 marble wall
1413 1187 marble wall
1414 1188 marble wall
1415 1189 marble wall
1416 1190 marble wall
1417 1191 marble wall
1418 1192 marble wall
1419 1193 marble wall
1420 1194 small basin
1421 1195 small basin
1422 1196 light wall
1423 1197 light wall
1424 1198 light wall
1425 1199 light wall
1426 1200 light wall
1427 1201 light wall
1428 1202 light wall
1429 1203 light wall
1430 1204 light wall
1605 1205 brick wall
1606 1206 brick wall
1607 1207 brick wall
1608 1208 brick wall
1609 1209 closed door
1610 1210 closed door
1611 1211 open door
1612 1212 closed door
1613 1213 closed door
1614 1214 open door
1615 1215 wooden door
1616 1216 wooden door
1617 1217 wooden door
1618 1218 wooden door
1619 1219 closed door
1620 1220 open door
1621 1221 closed door
1622 1222 open door
1623 1223 closed door
1624 1224 open door
1625 1225 closed door
1626 1226 open door
1627 1227 closed door
1628 1228 open door
1629 1229 closed door
1630 1230 open door
1631 1231 closed door
1632 1232 closed door
1633 1233 open door
1634 1234 closed door
1635 1235 closed door
1636 1236 open door
1637 1237 closed door
1638 1238 open door
1639 1239 closed door
1640 1240 open door
1641 1241 closed door
1642 1242 open door
1643 1243 closed door
1644 1244 open door
1645 1245 closed door
1646 1246 open door
1647 1247 closed door
1648 1248 open door
1649 1249 closed door
1650 1250 closed door
1651 1251 open door
1652 1252 closed door
1653 1253 closed door
1654 1254 open door
1655 1255 closed door
1656 1256 open door
1657 1257 closed door
1658 1258 open door
1659 1259 closed door
1660 1260 open door
1661 1261 closed door
1662 1262 open door
1715 1263 framework window
1716 1264 framework window
1717 1265 window brick wall
1718 1266 window brick wall
1719 1267 stone window
1720 1268 stone window
1721 1269 marble window
1722 1270 marble window
1723 1271 marble window
1724 1272 marble window
1725 1273 sandstone window
1726 1274 sandstone window
1727 1275 sandstone window
1728 1276 sandstone window
1729 1277 wooden pilar
1730 1278 sail
1731 1279 sail
1732 1280 rudder of the boat
1733 1281 rudder of the boat
1734 1282 rudder of the boat
1735 1283 rudder of the boat
1752 1284 drawbridge
1753 1285 stone
1754 1286 stone
1755 1287 stone
1756 1288 stone
1757 1289 stone
1758 1290 stone
1759 1291 stone
1760 1292 stone
1761 1293 stone
1762 1294 small stone
1763 1295 stone
1764 1296 stone
1765 1297 stone
1766 1298 stone
1767 1299 stone
1768 1300 stone
1769 1301 stone
1770 1302 stone
1771 1303 stone
1772 1304 stone
1773 1305 stone
1774 1306 stone
1775 1307 stone
1776 1308 stone
1777 1309 stone
1778 1310 stone
1779 1311 stone
1780 1312 stone
1781 1313 stone
1782 1314 stone
1783 1315 stone
1784 1316 stone
1785 1317 stone
1786 1318 stone
1787 1319 stone
1788 1320 stone
1789 1321 stone
1790 1322 stone
1791 1323 stone
1792 1324 stone
1793 1325 stone
1794 1326 stone
1795 1327 stone
1796 1328 stone
1797 1329 stone
1798 1330 stone
1799 1331 stone
1800 1332 stone
1801 1333 stone
1802 1334 stone
1803 1335 stone
1804 1336 stone
1805 1337 stone
1806 1338 stone
1807 1339 stone
1808 1340 stone
1809 1341 stone
1810 1342 stone
1811 1343 stone
1812 1344 stone
1813 1345 stone
1814 1346 stone
1815 1347 stone
1816 1348 stone
1817 1349 stone
1818 1350 stone
1819 1351 stone
1820 1352 stone
1821 1353 mossy stone
1822 1354 stone
1823 1355 stone
1824 1356 stone
1825 1357 stone
1826 1358 stone
1827 1359 stone
1903 1360 fountain
1904 1361 fountain
1905 1362 fountain
1906 1363 fountain
1907 1364 fountain
1908 1365 fountain
1909 1366 fountain
1910 1367 fountain
1911 1368 draw well
1912 1369 draw well
1913 1370 big fontain
1914 1371 big fontain
1915 1372 big fontain
1916 1373 big fontain
1917 1374 big fontain
1918 1375 big fontain
1919 1376 big fontain
1920 1377 big fontain
1921 1378 small basin
1922 1379 mill
1923 1380 mill
1924 1381 mill
1925 1382 mill
1926 1383 mill
1927 1384 mill
1928 1385 stairs
1929 1386 ladder
1930 1387 magic forcefield
1931 1388 ramp
1932 1389 ramp
1933 1390 ramp
1934 1391 ramp
1935 1392 ramp
1936 1393 ramp
1937 1394 ramp
1938 1395 ramp
1939 1396 stairs
1940 1397 blue fire
1941 1398 ramp
1942 1399 ramp
1943 1400 ramp
1944 1401 ramp
1945 1402 ramp
1946 1403 ramp
1947 1404 ramp
1948 1405 ramp
1960 1406 grave
1961 1407 gravestone
1962 1408 gravestone
1963 1409 gravestone
1964 1410 stone coffin
1965 1411 stone coffin
1966 1412 stone coffin
1967 1413 stone coffin
1968 1414 stone coffin
1969 1415 buried coffin
1970 1416 buried coffin
1971 1417 sarcophagus
1972 1418 sarcophagus
1973 1419 sarcophagus
1974 1420 sarcophagus
1975 1421 campfire
1976 1422 campfire
1977 1423 campfire
1978 1424 campfire
1979 1425 campfire
1980 1426 campfire
1981 1427 campfire
1982 1428 campfire
1991 1429 sign
1992 1430 sign
1993 1431 sign
1994 1432 sign
1995 1433 sign
1996 1434 sign
1997 1435 dragon flag
1998 1436 castle flag
1999 1437 tibian flag
2000 1438 street sign
2001 1439 street sign
2002 1440 sign
2003 1441 sign
2004 1442 statue
2005 1443 statue
2006 1444 hero
2007 1445 monument
2008 1446 minotaur
2009 1447 goblin
2010 1448 angel statue
2011 1449 dwarven statue
2012 1450 watchdog statue
2013 1451 sandstone statue
2014 1452 gargoyle statue
2015 1453 gargoyle statue
2016 1454 gargoyle statue
2017 1455 gargoyle statue
2018 1456 rune stone
2019 1457 rune stone
2020 1458 rune stone
2021 1459 rune stone
2022 1460 minotaur
2023 1461 minotaur
2024 1462 minotaur
2025 1463 goblin
2026 1464 goblin
2027 1465 goblin
2028 1466 pedestal
2029 1467 cobra statue
2030 1468 cobra statue
2031 1469 pedestal
2032 1470 cobra statue
2033 1471 cobra statue
2034 1472 sobra statue
2035 1473 sobra statue
2036 1474 sobra statue
2037 1475 cobra statue
2038 1476 statue
2039 1477 statue
2040 1478 statue
2087 1479 streetlamp
2088 1480 streetlamp
2089 1481 coal bassin
2090 1482 coal bassin
2091 1483 coal bassin
2092 1484 coal bassin
2093 1485 coal bassin
2094 1486 stone coal basin
2097 1487 fire
2098 1488 fire
2099 1489 fire
2100 1490 poison field
2101 1491 energy
2102 1492 fire
2103 1493 fire
2104 1494 fire
2105 1495 energy
2106 1496 poison field
2107 1497 magic wall
2108 1498 magic wall
2109 1499 wild growth
2110 1500 yellow fire
2111 1501 yellow fire
2112 1502 yellow fire
2113 1503 yellow poison
2114 1504 yellow energy
2115 1505 grey poison
2116 1506 purpel field
2117 1507 purpel field
2118 1508 smoke
2119 1509 lava
2120 1510 trap
2121 1511 trap
2122 1512 magic item
2123 1513 trap
2124 1514 pillar
2125 1515 marble pillar
2126 1516 wooden railing
2127 1517 wooden railing
2128 1518 wooden railing
2129 1519 wooden railing
2130 1520 wooden railing
2131 1521 wooden railing
2132 1522 wooden railing
2133 1523 wooden railing
2134 1524 stone railing
2135 1525 stone railing
2136 1526 stone railing
2137 1527 stone railing
2138 1528 stone railing
2139 1529 stone railing
2140 1530 stone railing
2141 1531 stone railing
2142 1532 stone railing
2143 1533 fence
2144 1534 fence
2145 1535 fence
2146 1536 fence
2147 1537 fence
2148 1538 fence
2149 1539 fence
2150 1540 fence
2151 1541 fence
2152 1542 fence
2153 1543 bars
2154 1544 bars
2155 1545 bars
2156 1546 bars
2157 1547 bars
2158 1548 strange carving
2159 1549 sandstone pillar
2160 1550 sandstone statue
2161 1551 oriental pillar
2162 1552 ramp
2163 1553 ramp
2164 1554 ramp
2165 1555 ramp
2166 1556 ramp
2167 1557 ramp
2168 1558 ramp
2169 1559 ramp
2170 1560 egipcian column
2171 1561 broken obelisk
2172 1562 sandstone railing
2173 1563 sandstone railing
2174 1564 sandstone railing
2175 1565 sandstone railing
2176 1566 sandstone railing
2177 1567 sandstone railing
2178 1568 sandstone railing
2179 1569 sandstone railing
2180 1570 sandstone railing
2181 1571 sandstone railing
2182 1572 sandstone railing
2183 1573 sandstone railing
2184 1574 sandstone railing
2185 1575 sandstone railing
2186 1576 sandstone railing
2187 1577 sandstone railing
2188 1578 sandstone
2189 1579 sandstone
2190 1580 sandstone
2191 1581 sandstone
2192 1582 marble railing
2193 1583 marble railing
2194 1584 marble railing
2195 1585 marble railing
2196 1586 marble railing
2197 1587 marble railing
2198 1588 marble railing
2199 1589 marble railing
2200 1590 marble railing
2201 1591 marble railing
2202 1592 marble railing
2203 1593 marble railing
2204 1594 metal railing
2205 1595 metal railing
2206 1596 metal railing
2207 1597 metal railing
2208 1598 metal railing
2209 1599 metal railing
2210 1600 metal railing
2211 1601 metal railing
2272 1602 big table
2273 1603 big table
2274 1604 big table
2275 1605 big table
2276 1606 big table
2277 1607 big table
2278 1608 big table
2279 1609 big table
2280 1610 big table
2281 1611 big table
2282 1612 big table
2283 1613 big table
2284 1614 square table
2285 1615 square table
2286 1616 small round table
2287 1617 counter
2288 1618 counter
2289 1619 small table
2290 1620 counter
2291 1621 counter
2292 1622 table
2293 1623 table
2294 1624 table
2295 1625 table
2296 1626 table
2297 1627 table
2298 1628 table
2299 1629 table
2300 1630 table
2301 1631 table
2302 1632 table
2303 1633 table
2304 1634 table
2305 1635 table
2306 1636 table
2307 1637 table
2308 1638 table
2309 1639 table
2310 1640 table
2311 1641 table
2312 1642 altar stone
2313 1643 altar stone
2314 1644 altar stone
2315 1645 altar stone
2324 1646 thron
2325 1647 thron
2326 1648 thron
